Product ID,Product Name,Category,Price,Discount,Tax Rate,Stock Level,Supplier ID,Customer Age Group,Customer Location,Customer Gender,Shipping Cost,Shipping Method,Return Rate,Seasonality,Popularity Index
PROD_560337,Item_125,Sports,406.96,0.03,0.12,294,SUP_16,55+,Australia,Non-binary,12.45,Standard,0.16,Winter,81
PROD_824839,Item_13,Electronics,808.14,0.23,0.12,170,SUP_74,55+,South America,Female,5.24,Express,0.03,All-Year,32
PROD_905889,Item_480,Clothing,43.38,0.3,0.12,245,SUP_82,45-54,Asia,Male,3.84,Express,0.02,Spring,60
PROD_559773,Item_36,Beauty,164.41,0.21,0.12,140,SUP_45,25-34,Australia,Non-binary,42.8,Standard,0.21,Winter,17
PROD_308261,Item_101,Clothing,825.21,0.01,0.05,615,SUP_82,55+,North America,Male,11.15,Express,0.01,Autumn,6
PROD_864469,Item_282,Home Decor,258.78,0.49,0.16,616,SUP_39,18-24,South America,Non-binary,14.55,Overnight,0.07,Summer,28
PROD_441097,Item_86,Home Decor,1029.82,0.18,0.12,239,SUP_56,18-24,Asia,Male,43.58,Overnight,0.23,Winter,68
PROD_415139,Item_4,Home Decor,75.02,0.39,0.08,932,SUP_38,45-54,South America,Male,30.27,Overnight,0.11,Spring,15
PROD_271829,Item_223,Home Decor,262.5,0.16,0.05,310,SUP_14,45-54,Asia,Non-binary,22.99,Overnight,0.17,All-Year,94
PROD_371836,Item_338,Sports,1198.28,0.24,0.05,415,SUP_74,45-54,North America,Non-binary,20.72,Standard,0.06,Autumn,68
PROD_538974,Item_448,Beauty,522.53,0.19,0.05,397,SUP_78,55+,Asia,Female,4.09,Standard,0.07,Summer,73
PROD_302283,Item_166,Beauty,845.04,0.17,0.08,832,SUP_72,25-34,South America,Non-binary,38.07,Overnight,0.13,Winter,28
PROD_296769,Item_383,Clothing,223.28,0.01,0.16,922,SUP_65,45-54,Asia,Non-binary,34.77,Standard,0.16,Spring,28
PROD_661353,Item_344,Electronics,733.79,0.18,0.08,791,SUP_26,35-44,South America,Non-binary,5.9,Overnight,0.24,Summer,15
PROD_323165,Item_383,Clothing,872.7,0.44,0.08,882,SUP_60,45-54,Australia,Female,17.2,Standard,0.14,Summer,3
PROD_723587,Item_376,Clothing,380.8,0.35,0.08,880,SUP_46,55+,North America,Male,40.07,Standard,0.02,Autumn,64
PROD_635822,Item_471,Clothing,995.53,0.07,0.12,21,SUP_97,25-34,South America,Female,12.17,Express,0.09,Autumn,71
PROD_587879,Item_278,Clothing,726.08,0.3,0.12,77,SUP_18,45-54,Europe,Male,28.28,Overnight,0.06,Winter,91
PROD_664685,Item_130,Beauty,470.0,0.45,0.08,812,SUP_47,18-24,Europe,Non-binary,22.98,Express,0.06,Winter,0
PROD_882038,Item_31,Electronics,671.38,0.35,0.08,903,SUP_62,45-54,Asia,Non-binary,37.2,Overnight,0.13,Summer,91
PROD_453531,Item_375,Clothing,694.23,0.07,0.12,474,SUP_22,45-54,Australia,Non-binary,3.55,Standard,0.08,Spring,2
PROD_363160,Item_11,Beauty,202.81,0.43,0.12,706,SUP_62,25-34,Australia,Female,37.09,Overnight,0.07,Summer,63
PROD_679879,Item_476,Clothing,486.27,0.15,0.16,831,SUP_84,35-44,Europe,Female,7.84,Express,0.24,Spring,65
PROD_320884,Item_302,Home Decor,415.4,0.23,0.08,352,SUP_97,45-54,Asia,Non-binary,2.65,Express,0.15,Autumn,88
PROD_123247,Item_96,Clothing,484.08,0.26,0.05,370,SUP_58,45-54,Australia,Female,27.61,Standard,0.07,Spring,56
PROD_124300,Item_190,Clothing,914.53,0.43,0.16,942,SUP_79,55+,Australia,Non-binary,13.12,Express,0.07,Spring,100
PROD_567281,Item_453,Sports,581.63,0.47,0.05,20,SUP_44,25-34,Asia,Female,32.5,Standard,0.2,Autumn,74
PROD_707086,Item_192,Home Decor,1128.68,0.46,0.16,506,SUP_25,55+,South America,Non-binary,22.2,Standard,0.22,All-Year,17
PROD_633556,Item_486,Electronics,355.94,0.0,0.08,159,SUP_22,45-54,Europe,Female,28.04,Standard,0.17,Summer,38
PROD_448951,Item_266,Clothing,501.77,0.46,0.05,743,SUP_20,45-54,Australia,Male,31.66,Standard,0.11,Winter,83
PROD_374329,Item_424,Electronics,945.41,0.03,0.12,360,SUP_96,18-24,South America,Non-binary,41.86,Standard,0.19,Spring,80
PROD_819064,Item_128,Home Decor,657.5,0.13,0.16,812,SUP_11,55+,South America,Female,37.39,Express,0.23,Winter,6
PROD_842139,Item_238,Clothing,658.7,0.26,0.05,555,SUP_28,25-34,South America,Female,23.29,Express,0.04,Winter,54
PROD_532315,Item_408,Sports,68.74,0.24,0.16,296,SUP_54,45-54,South America,Non-binary,20.83,Express,0.22,Summer,16
PROD_616588,Item_355,Beauty,481.33,0.3,0.08,351,SUP_55,18-24,North America,Female,30.15,Express,0.21,All-Year,67
PROD_336584,Item_428,Sports,328.53,0.24,0.05,179,SUP_56,18-24,North America,Male,33.54,Standard,0.09,All-Year,35
PROD_662332,Item_112,Sports,1199.21,0.47,0.05,471,SUP_58,35-44,Asia,Male,9.42,Overnight,0.07,All-Year,93
PROD_937646,Item_316,Beauty,373.48,0.12,0.05,394,SUP_88,25-34,Europe,Female,3.4,Overnight,0.14,All-Year,0
PROD_476896,Item_446,Beauty,1061.97,0.14,0.16,612,SUP_51,18-24,Asia,Non-binary,21.55,Overnight,0.07,Autumn,34
PROD_148984,Item_343,Beauty,813.1,0.46,0.12,626,SUP_42,25-34,North America,Female,6.28,Overnight,0.04,Winter,75
PROD_402918,Item_145,Clothing,412.4,0.04,0.12,212,SUP_50,45-54,Asia,Female,13.73,Express,0.24,Winter,16
PROD_364712,Item_65,Electronics,654.52,0.3,0.12,529,SUP_78,35-44,Asia,Male,27.14,Standard,0.12,Autumn,79
PROD_220151,Item_247,Electronics,1009.44,0.34,0.08,394,SUP_95,25-34,South America,Female,8.51,Express,0.12,Summer,27
PROD_555808,Item_223,Beauty,1060.63,0.25,0.05,26,SUP_28,35-44,Australia,Non-binary,3.23,Express,0.03,Spring,31
PROD_233767,Item_479,Sports,196.67,0.35,0.12,938,SUP_48,25-34,North America,Male,25.85,Express,0.13,All-Year,54
PROD_748663,Item_490,Home Decor,410.79,0.09,0.12,869,SUP_16,25-34,North America,Female,22.05,Standard,0.19,All-Year,34
PROD_803550,Item_313,Beauty,405.59,0.43,0.05,448,SUP_48,55+,Asia,Non-binary,15.17,Express,0.06,Autumn,18
PROD_236330,Item_439,Sports,55.24,0.07,0.08,437,SUP_43,35-44,Australia,Male,22.16,Standard,0.09,All-Year,92
PROD_580754,Item_106,Sports,719.89,0.2,0.16,284,SUP_53,25-34,Asia,Non-binary,31.39,Overnight,0.04,Autumn,92
PROD_401648,Item_181,Clothing,1026.51,0.04,0.16,660,SUP_78,55+,Europe,Non-binary,6.69,Express,0.09,Spring,79
PROD_788519,Item_184,Clothing,460.98,0.27,0.16,796,SUP_77,55+,North America,Non-binary,12.99,Standard,0.22,Winter,3
PROD_113986,Item_226,Electronics,889.34,0.33,0.05,648,SUP_72,35-44,South America,Female,36.18,Express,0.06,All-Year,20
PROD_686146,Item_265,Electronics,755.1,0.47,0.08,188,SUP_80,45-54,South America,Male,30.82,Overnight,0.01,Summer,43
PROD_229312,Item_278,Home Decor,453.9,0.37,0.05,701,SUP_57,35-44,South America,Female,13.45,Standard,0.13,Autumn,61
PROD_112666,Item_397,Home Decor,173.57,0.27,0.16,198,SUP_12,25-34,North America,Male,19.12,Overnight,0.14,Spring,0
PROD_400804,Item_89,Home Decor,852.64,0.47,0.12,101,SUP_94,45-54,North America,Non-binary,7.15,Overnight,0.08,Summer,82
PROD_234633,Item_176,Home Decor,1026.21,0.24,0.12,478,SUP_43,35-44,South America,Non-binary,12.88,Standard,0.16,Winter,50
PROD_388998,Item_18,Sports,824.6,0.28,0.12,602,SUP_18,35-44,North America,Female,38.17,Express,0.01,Summer,89
PROD_950937,Item_371,Sports,26.36,0.3,0.16,223,SUP_70,35-44,South America,Non-binary,20.94,Standard,0.09,Autumn,75
PROD_728776,Item_460,Electronics,263.4,0.2,0.08,516,SUP_29,35-44,Europe,Non-binary,29.53,Overnight,0.04,All-Year,16
PROD_807611,Item_424,Clothing,88.03,0.42,0.16,864,SUP_49,45-54,Europe,Non-binary,8.87,Standard,0.06,Winter,36
PROD_384806,Item_401,Clothing,686.61,0.09,0.05,526,SUP_21,25-34,Europe,Male,9.88,Express,0.1,Autumn,91
PROD_894824,Item_399,Beauty,908.99,0.28,0.08,440,SUP_37,55+,Asia,Male,42.46,Standard,0.12,Spring,35
PROD_130535,Item_106,Sports,137.14,0.36,0.12,516,SUP_57,35-44,Asia,Female,38.18,Overnight,0.02,Summer,28
PROD_475713,Item_271,Home Decor,1006.81,0.45,0.08,915,SUP_83,55+,Australia,Male,35.98,Express,0.03,Summer,68
PROD_938688,Item_463,Home Decor,668.83,0.44,0.08,229,SUP_84,55+,Australia,Non-binary,16.17,Express,0.17,Winter,2
PROD_451279,Item_319,Beauty,829.51,0.25,0.16,868,SUP_16,55+,Australia,Non-binary,26.2,Standard,0.1,Winter,14
PROD_921654,Item_167,Clothing,1165.83,0.32,0.08,848,SUP_91,35-44,Europe,Non-binary,23.17,Standard,0.04,Spring,66
PROD_701661,Item_13,Home Decor,105.0,0.2,0.16,113,SUP_92,35-44,Europe,Female,43.12,Standard,0.06,Spring,76
PROD_747972,Item_337,Clothing,1081.96,0.23,0.05,515,SUP_23,35-44,Europe,Non-binary,12.3,Overnight,0.18,Winter,68
PROD_589570,Item_32,Beauty,155.69,0.45,0.08,183,SUP_90,35-44,North America,Non-binary,42.73,Express,0.01,Autumn,20
PROD_556551,Item_393,Clothing,474.59,0.47,0.08,724,SUP_96,18-24,North America,Female,32.39,Express,0.13,Autumn,22
PROD_373109,Item_40,Clothing,1022.47,0.45,0.08,758,SUP_28,25-34,Europe,Male,19.79,Express,0.09,Winter,46
PROD_124538,Item_148,Clothing,1087.97,0.07,0.12,33,SUP_63,18-24,South America,Male,13.45,Express,0.2,Summer,85
PROD_994498,Item_218,Home Decor,610.11,0.43,0.16,295,SUP_69,45-54,Australia,Male,34.57,Express,0.2,All-Year,33
PROD_301664,Item_219,Electronics,714.96,0.47,0.16,452,SUP_76,18-24,Asia,Female,37.39,Overnight,0.17,Spring,40
PROD_591234,Item_469,Sports,851.24,0.18,0.12,707,SUP_43,18-24,Australia,Female,17.37,Express,0.1,Autumn,89
PROD_999684,Item_82,Clothing,1000.15,0.26,0.16,504,SUP_98,18-24,South America,Non-binary,9.39,Standard,0.16,All-Year,46
PROD_239182,Item_333,Clothing,150.21,0.39,0.05,405,SUP_50,25-34,North America,Non-binary,23.17,Overnight,0.16,Summer,30
PROD_572525,Item_208,Clothing,973.03,0.28,0.12,126,SUP_40,55+,Europe,Female,22.15,Overnight,0.08,Spring,34
PROD_258338,Item_201,Electronics,580.12,0.5,0.16,141,SUP_48,45-54,North America,Female,33.19,Express,0.22,Autumn,6
PROD_284064,Item_447,Beauty,543.49,0.23,0.05,963,SUP_87,45-54,North America,Non-binary,43.85,Standard,0.25,Autumn,44
PROD_314020,Item_332,Home Decor,511.56,0.36,0.16,647,SUP_61,25-34,South America,Non-binary,24.85,Standard,0.08,Summer,56
PROD_723094,Item_428,Electronics,613.51,0.4,0.12,127,SUP_56,18-24,North America,Non-binary,33.46,Express,0.2,Summer,95
PROD_997421,Item_38,Clothing,1134.34,0.25,0.16,834,SUP_29,55+,North America,Male,17.07,Overnight,0.13,Autumn,21
PROD_715270,Item_211,Electronics,660.1,0.43,0.05,685,SUP_61,35-44,Australia,Male,27.78,Express,0.12,Autumn,69
PROD_745914,Item_444,Electronics,1144.05,0.27,0.05,924,SUP_80,25-34,Australia,Non-binary,6.96,Overnight,0.1,All-Year,20
PROD_219176,Item_327,Electronics,220.45,0.21,0.05,729,SUP_71,55+,South America,Female,37.04,Express,0.07,Summer,48
PROD_318126,Item_249,Beauty,870.34,0.05,0.16,625,SUP_14,25-34,Europe,Male,16.81,Standard,0.23,Summer,46
PROD_318969,Item_227,Sports,975.63,0.2,0.12,886,SUP_66,25-34,Australia,Non-binary,5.44,Express,0.19,All-Year,100
PROD_222409,Item_48,Home Decor,816.56,0.37,0.16,349,SUP_13,35-44,North America,Male,44.59,Standard,0.11,Summer,26
PROD_647707,Item_18,Beauty,730.27,0.46,0.08,523,SUP_20,55+,Asia,Female,40.78,Express,0.19,Winter,9
PROD_353618,Item_400,Beauty,679.95,0.13,0.12,462,SUP_28,18-24,Australia,Female,10.49,Standard,0.18,Spring,85
PROD_869598,Item_439,Sports,1033.81,0.18,0.08,243,SUP_93,55+,Asia,Female,17.62,Standard,0.07,Winter,43
PROD_150015,Item_295,Beauty,986.87,0.08,0.16,563,SUP_36,55+,Europe,Non-binary,42.28,Standard,0.04,Summer,50
PROD_872838,Item_196,Electronics,151.14,0.35,0.12,185,SUP_38,18-24,North America,Non-binary,36.24,Standard,0.21,All-Year,17
PROD_222096,Item_187,Electronics,1019.06,0.48,0.08,232,SUP_27,35-44,Australia,Male,40.98,Standard,0.2,Autumn,67
PROD_731347,Item_345,Clothing,499.81,0.32,0.16,513,SUP_46,55+,Europe,Non-binary,26.19,Express,0.25,Summer,98
PROD_285340,Item_224,Beauty,308.17,0.31,0.12,0,SUP_70,18-24,South America,Non-binary,12.45,Express,0.0,Autumn,37
PROD_210687,Item_318,Clothing,1044.37,0.28,0.05,238,SUP_56,25-34,Europe,Non-binary,11.76,Express,0.14,Spring,35
PROD_974371,Item_488,Home Decor,521.27,0.04,0.05,54,SUP_98,25-34,South America,Male,24.6,Overnight,0.18,Winter,59
PROD_511357,Item_397,Electronics,971.0,0.36,0.05,494,SUP_29,18-24,South America,Non-binary,41.73,Standard,0.15,Spring,67
PROD_835716,Item_365,Home Decor,319.77,0.3,0.08,731,SUP_79,25-34,Australia,Female,29.16,Overnight,0.18,Autumn,73
PROD_205878,Item_337,Sports,9.7,0.33,0.08,615,SUP_58,55+,Asia,Non-binary,3.48,Standard,0.03,Spring,95
PROD_827270,Item_497,Electronics,597.07,0.45,0.16,866,SUP_24,18-24,South America,Non-binary,26.1,Standard,0.0,Autumn,73
PROD_298286,Item_229,Home Decor,124.77,0.39,0.05,417,SUP_27,55+,North America,Female,28.16,Express,0.02,Winter,44
PROD_873290,Item_390,Sports,906.48,0.39,0.08,447,SUP_47,45-54,Australia,Male,27.01,Overnight,0.1,Autumn,73
PROD_874684,Item_467,Home Decor,334.91,0.46,0.05,835,SUP_98,35-44,South America,Non-binary,31.72,Standard,0.08,Winter,74
PROD_264899,Item_77,Sports,535.16,0.49,0.16,337,SUP_93,35-44,Australia,Non-binary,14.62,Express,0.22,Summer,8
PROD_424767,Item_188,Sports,109.01,0.29,0.12,907,SUP_31,35-44,North America,Non-binary,8.18,Overnight,0.02,Autumn,12
PROD_961882,Item_346,Electronics,347.56,0.05,0.08,817,SUP_85,18-24,Australia,Non-binary,34.25,Overnight,0.11,Spring,56
PROD_979858,Item_270,Clothing,938.88,0.23,0.08,276,SUP_69,45-54,Australia,Female,10.44,Standard,0.24,All-Year,81
PROD_479989,Item_95,Sports,186.15,0.39,0.12,9,SUP_75,35-44,South America,Non-binary,6.91,Standard,0.13,Spring,56
PROD_515515,Item_310,Sports,778.36,0.01,0.08,340,SUP_35,55+,Europe,Male,17.45,Express,0.03,All-Year,36
PROD_143585,Item_132,Electronics,1101.32,0.03,0.16,103,SUP_73,35-44,Australia,Female,37.81,Overnight,0.07,Spring,46
PROD_471369,Item_39,Clothing,817.4,0.03,0.08,344,SUP_67,45-54,South America,Female,5.53,Overnight,0.16,Autumn,10
PROD_164044,Item_72,Beauty,974.17,0.37,0.08,369,SUP_12,55+,North America,Male,10.41,Standard,0.0,Summer,27
PROD_542296,Item_281,Beauty,135.22,0.25,0.12,976,SUP_39,55+,North America,Non-binary,22.44,Express,0.24,Autumn,5
PROD_209556,Item_333,Clothing,304.62,0.18,0.16,882,SUP_28,18-24,Europe,Non-binary,14.37,Overnight,0.14,Winter,32
PROD_626981,Item_160,Home Decor,1073.97,0.05,0.05,197,SUP_19,18-24,North America,Non-binary,33.03,Standard,0.18,Summer,13
PROD_981691,Item_187,Electronics,859.55,0.37,0.05,13,SUP_98,25-34,South America,Male,31.02,Overnight,0.12,Autumn,46
PROD_867595,Item_486,Clothing,769.27,0.16,0.12,996,SUP_55,45-54,Europe,Female,38.23,Overnight,0.24,Summer,28
PROD_300235,Item_191,Beauty,798.2,0.13,0.16,679,SUP_28,55+,South America,Non-binary,10.77,Overnight,0.15,Winter,14
PROD_125939,Item_422,Sports,499.97,0.33,0.12,871,SUP_67,45-54,Europe,Male,29.9,Express,0.17,All-Year,55
PROD_252906,Item_120,Beauty,58.25,0.28,0.12,337,SUP_94,35-44,Europe,Male,35.31,Express,0.22,Summer,68
PROD_642335,Item_220,Sports,942.41,0.18,0.05,541,SUP_15,35-44,South America,Non-binary,4.69,Express,0.22,Summer,85
PROD_388249,Item_53,Electronics,816.06,0.32,0.16,456,SUP_60,25-34,Europe,Male,3.58,Express,0.01,Winter,30
