Price,Discount,Tax Rate,Stock Level,Supplier ID,Shipping Cost,Return Rate,Popularity Index,Target_Clase,Category_Beauty,Category_Clothing,Category_Electronics,Category_Home Decor,Category_Sports,Customer Age Group_18-24,Customer Age Group_25-34,Customer Age Group_35-44,Customer Age Group_45-54,Customer Age Group_55+,Customer Gender_Female,Customer Gender_Male,Customer Gender_Non-binary,Shipping Method_Express,Shipping Method_Overnight,Shipping Method_Standard,Seasonality_All-Year,Seasonality_Autumn,Seasonality_Spring,Seasonality_Summer,Seasonality_Winter
0.12175599970174639,0.5,0.16,-0.35089427130801926,SUP_49,-0.9412115016475006,0.11,1.1967108479796693,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
-0.608077775607433,0.12,0.05,-1.146064139514805,SUP_26,-1.3689878182764859,0.23,1.7477005323549253,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1.4127408595706803,0.18,0.05,1.4046755675900795,SUP_15,-1.3900525611407917,0.04,1.2655845585265761,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.5368595921852892,0.14,0.12,1.3736949233742306,SUP_89,1.2932716068046601,0.08,-1.1449953106151696,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0.1411040485039455,0.2,0.16,-0.7226620018982048,SUP_84,1.3127159848332501,0.22,-0.5940056262399133,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
1.1428485543716,0.26,0.16,0.034642634489210254,SUP_98,-1.145377470947698,0.16,-0.11188965241156416,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1.2096295991195773,0.4,0.12,1.5251558506517136,SUP_47,0.9586662682293365,0.08,-1.041684744794809,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.5704519570952173,0.05,0.05,1.0466770122069378,SUP_98,-1.595838895276705,0.02,-0.35294763932573875,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
0.05935782144845479,0.16,0.12,-0.4403939101538047,SUP_86,-1.4799828095230216,0.12,1.5410794007142044,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
0.1627877037934442,0.0,0.08,0.38575660226883,SUP_88,-0.4939908069899253,0.19,1.6788268218080185,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.9222346625897451,0.07,0.08,-0.3302405084974534,SUP_12,1.1871377100652718,0.18,0.8523422952451342,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
-1.6440778432888172,0.03,0.16,0.1792189741631713,SUP_81,-1.3349601567264529,0.15,0.9556528610654946,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1.3799846994525016,0.35,0.08,-0.8741229291756879,SUP_78,-0.15857528599674375,0.13,-0.11188965241156416,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0.3293077959435178,0.41,0.08,1.1051960068368745,SUP_77,1.712946099255066,0.0,-0.6973161920602738,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1.3754864943658498,0.26,0.08,1.2600992279161183,SUP_33,-0.024085004632327985,0.14,-0.3873844945991922,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1.651289902403158,0.37,0.08,1.624982370902782,SUP_76,-1.3641267237693382,0.19,-1.5582375738966117,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.0298421717769788,0.36,0.16,0.7334282762466887,SUP_90,-0.498041719079215,0.13,-1.0761216000682625,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
0.6826187377815872,0.33,0.08,-0.9601802742197123,SUP_87,0.8930414923828444,0.19,1.2655845585265761,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
-0.39259645116803926,0.03,0.16,-1.4455437002680103,SUP_43,0.8517221890720903,0.16,1.4377688348938438,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
-0.1500393922647633,0.25,0.05,0.3341221952424153,SUP_30,-1.5180613831623442,0.07,0.37022632141678496,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.2513355106583924,0.05,0.12,1.6525207213168698,SUP_25,-0.04758029475020779,0.04,-0.5940056262399133,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-1.6503637965509326,0.25,0.16,-1.2355637783605906,SUP_23,-1.0562574049833262,0.12,0.6457211636044131,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
-1.4400727087499825,0.27,0.05,0.7678512142642986,SUP_89,0.4595938988288539,0.17,1.5066425454407508,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
1.6819122985699764,0.25,0.16,-1.5522548081226004,SUP_43,-0.5547544883292698,0.13,-0.45625820514609927,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
-1.0199230528679526,0.36,0.12,-1.3353902986116588,SUP_48,1.520932866222737,0.08,0.439100031963692,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1.4710445178091998,0.18,0.08,1.3392719853566208,SUP_51,-1.4500060600622784,0.08,-0.6628793367868203,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
0.15298392347638368,0.49,0.16,0.10004621672266883,SUP_97,-0.46563442236489777,0.2,0.4735368872371455,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
-1.6514883478225957,0.32,0.12,0.8160433274889523,SUP_22,0.5260288570932039,0.16,1.0245265716124017,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
-0.04456224991238755,0.45,0.12,0.7953895646783864,SUP_67,-0.46239369269346614,0.2,-0.4906950604195528,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0.45788149133696865,0.16,0.16,-1.018699268849649,SUP_48,1.6197751212014047,0.05,0.7834685846982271,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
0.08761577647998263,0.31,0.16,1.456309974616494,SUP_16,1.5185023189691638,0.18,1.2655845585265761,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0.6097824169554252,0.37,0.05,-0.28549068907456066,SUP_62,-0.4024401937719797,0.23,1.713263677081472,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0.1185841884226973,0.29,0.16,0.4442755968987666,SUP_32,-1.4159783985122454,0.2,1.1278371374327623,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0.7141926773321208,0.3,0.12,0.685236163022035,SUP_47,0.40531167683237296,0.11,-1.5582375738966117,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0.07305427924434829,0.01,0.12,1.4390985056076893,SUP_95,1.626256580544268,0.05,-1.3516164422558905,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
0.9560000353876216,0.04,0.12,-1.4180053498539225,SUP_49,1.291651241968944,0.07,0.8867791505185877,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-0.6281466906094161,0.4,0.08,-0.3130290394886485,SUP_74,1.558201257444202,0.05,1.7477005323549253,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
-0.5245149657284871,0.22,0.05,0.19298814937021522,SUP_50,0.3445479954930285,0.07,-0.6628793367868203,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
-0.4863090571399421,0.36,0.12,-0.9842763308320391,SUP_47,1.339452004622562,0.09,0.7834685846982271,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.2297816209490324,0.12,0.16,0.5681981737621619,SUP_29,1.390493496947611,0.22,-0.18076336295847117,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0.51644466140741,0.48,0.08,0.2756032006124787,SUP_67,-0.9201467587831945,0.05,1.1622739927062158,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
-1.1760626717411387,0.18,0.05,0.36510283945826416,SUP_81,-0.3173710398968974,0.08,-0.008579086591203633,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0.1156718889755705,0.35,0.12,1.3736949233742306,SUP_57,0.8881803978756971,0.15,-0.5940056262399133,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-1.3517233473044716,0.45,0.12,-0.4266247349467608,SUP_50,-1.5164410183266284,0.16,-1.110558455341716,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
-1.4626790727752046,0.27,0.12,0.2756032006124787,SUP_89,-1.3584554468443326,0.01,-0.008579086591203633,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
0.27584835856754625,0.18,0.16,-0.9532956866161904,SUP_49,-1.2312568072406382,0.02,-0.3873844945991922,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
0.1970432656071736,0.37,0.05,0.041527222092732206,SUP_80,1.2430402968974685,0.16,-0.11188965241156416,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-1.0227776830190969,0.16,0.05,-1.187371665135937,SUP_74,0.12660892508924626,0.03,1.0589634268858552,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1.4716754829485073,0.39,0.05,-1.004930093642605,SUP_25,1.6708166135264535,0.02,-1.2827427317089835,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0.4069883376322276,0.36,0.12,0.9055429663347376,SUP_17,-0.41216238278627465,0.21,0.9556528610654946,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
1.6409670984222533,0.04,0.12,-0.9532956866161904,SUP_39,-0.2233898794253779,0.13,-1.110558455341716,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
-1.069201466285178,0.47,0.12,0.5337752357445521,SUP_51,-1.1640116665584304,0.11,-1.5582375738966117,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
-1.1123380996802448,0.1,0.05,1.5148289692464307,SUP_76,-1.0279010203582988,0.15,0.06029462395570339,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.12948028824692737,0.36,0.16,-0.853469166365122,SUP_69,-1.4410940534658414,0.16,-0.7317530473337274,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1.2916065033589992,0.44,0.12,-1.0737759696778246,SUP_72,1.653802782751437,0.16,-1.5582375738966117,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1.6692827227497635,0.39,0.05,-0.6090663064400926,SUP_29,-1.6881996909125085,0.16,-0.5940056262399133,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
-0.2297383593128677,0.04,0.05,-0.0342032415460093,SUP_38,0.7569308461827128,0.12,0.7145948741513201,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
-0.44735344770362173,0.49,0.12,-0.5643164870171998,SUP_15,-1.4872744512837432,0.12,1.2311477032531228,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
-0.32215340612515964,0.13,0.16,-1.180487077532415,SUP_25,-0.5693377718507124,0.03,1.0589634268858552,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
0.6761597766315237,0.12,0.12,0.7919472708766254,SUP_73,-0.079987591464525,0.02,0.4046631766902385,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-1.3094229187011543,0.45,0.16,0.5716404675639228,SUP_55,0.14281257344640472,0.11,-0.8350636131540878,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
-0.24724099064362018,0.18,0.08,-1.331948004809898,SUP_72,-0.7321844378401555,0.17,-0.45625820514609927,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0.49340577766231747,0.48,0.05,0.2652763192071958,SUP_81,0.18089114708572746,0.04,-0.8350636131540878,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0.3482233250258467,0.4,0.16,-1.6865042663912786,SUP_83,0.7958196022398936,0.05,-1.3516164422558905,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
0.5594659562105114,0.11,0.05,-1.7002734415983225,SUP_13,-0.9647067917653804,0.07,-1.6959849949904255,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1.059285744492654,0.17,0.16,-0.9464110990126684,SUP_88,0.5195473977503406,0.18,1.644389966534565,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
1.2291218211617332,0.35,0.16,1.1912533518808988,SUP_42,1.6027612904263882,0.09,-1.0072478895213555,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0.8834520610413732,0.26,0.16,-0.6607007134665073,SUP_76,0.3469785427466021,0.14,1.6788268218080185,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.30963916889691157,0.49,0.12,1.0363501308016547,SUP_54,-0.5255879212863844,0.12,-1.2827427317089835,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
0.5297374341314245,0.08,0.16,-1.476524344483859,SUP_15,-1.2644742863728133,0.12,-1.5582375738966117,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0.06996897190927351,0.01,0.16,1.156830413863289,SUP_78,-0.5207268267792367,0.22,-1.6959849949904255,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
-0.0946191988253794,0.01,0.12,-0.24762545725518995,SUP_25,1.592228918994235,0.22,1.5755162559876579,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
-0.8795848210940292,0.4,0.05,-0.3612211527133022,SUP_57,-0.7726935587330519,0.18,0.8523422952451342,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0.3844684775509794,0.29,0.12,1.4081178613918404,SUP_68,1.1587813254402441,0.16,0.6801580188778665,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
-0.7695229697110282,0.07,0.12,-0.8362576973563172,SUP_18,-1.3965340204836554,0.2,0.8867791505185877,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.19744355356255028,0.24,0.05,-1.5660239833296443,SUP_92,1.5168819541334477,0.11,0.5768474530575061,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
-0.7029726021469815,0.16,0.16,-0.24762545725518995,SUP_66,1.4147989694833492,0.07,0.16360518977606392,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1.1978938973870963,0.27,0.12,-0.5161243737925462,SUP_44,0.00427137999269926,0.09,-0.2152002182319247,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.6486515224477715,0.32,0.16,0.46492935970933247,SUP_32,-1.0935257962047908,0.19,0.8179054399716806,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
-0.17189605544220996,0.14,0.08,-0.3612211527133022,SUP_42,1.2001006287509988,0.13,-0.2840739287788317,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1.0125736147466595,0.4,0.16,-0.7674118213210975,SUP_38,0.8201250747756311,0.11,1.4377688348938438,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
-0.02452216955839621,0.3,0.16,-0.8362576973563172,SUP_93,0.870356384682823,0.12,1.1967108479796693,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0.32178195281777416,0.08,0.05,0.7850626832731035,SUP_72,-1.0724610533404848,0.25,-0.4906950604195528,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
-0.793801743319749,0.12,0.08,-1.483408932087381,SUP_96,0.8735971143542546,0.12,0.8179054399716806,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.1513403485408763,0.35,0.08,1.480406031228821,SUP_56,0.1784605998321536,0.11,-1.0761216000682625,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
-0.12826923303129026,0.48,0.16,-0.9911609184355611,SUP_88,0.5989452747004175,0.1,0.19804204504951742,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1.7161678603837063,0.14,0.08,-0.6813544762770731,SUP_19,1.4229007936619285,0.24,-0.2840739287788317,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0.9851230298588899,0.1,0.05,0.20331503077549815,SUP_34,0.8306574462077844,0.12,-0.6628793367868203,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1.5269260656164447,0.32,0.12,1.7316934787573723,SUP_28,-0.42350493663628563,0.05,1.4377688348938438,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
-1.4871308542718733,0.48,0.08,-0.5815279560260047,SUP_66,-1.6890098733303667,0.14,-0.45625820514609927,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
-1.1559360874431732,0.12,0.16,0.09660392292090786,SUP_21,-0.8885496444867353,0.12,1.2655845585265761,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
-1.6271807395658833,0.34,0.12,1.1292920634492012,SUP_89,-0.22257969700751987,0.07,-0.42182134987264575,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
-0.4132997284258318,0.49,0.16,1.1120805944403964,SUP_97,0.856583283579238,0.16,0.26691575559642444,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0.09078758775903138,0.02,0.08,0.15168062374908348,SUP_61,0.327534164718012,0.13,0.6801580188778665,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
-1.5924638233842925,0.48,0.05,0.36854513326002514,SUP_48,0.7658428527791499,0.24,0.6112843083309596,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0.3424563954275757,0.35,0.08,-1.455870581673293,SUP_18,0.7869075956434564,0.13,-1.4204901528027976,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1.1119666463728592,0.35,0.08,-0.6744698886735512,SUP_79,-0.04839047716806584,0.13,-1.2827427317089835,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.3939228449756415,0.09,0.12,0.27216090681071775,SUP_14,0.7812363187184509,0.13,1.1967108479796693,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
-0.48922135658706895,0.44,0.05,-1.294082772990527,SUP_54,-1.5010475523873277,0.0,-1.4204901528027976,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
-0.5728130011140063,0.3,0.08,-0.6125086002418536,SUP_88,-0.6779022158436745,0.02,-0.008579086591203633,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
0.8847496202009839,0.27,0.05,0.35821825185474215,SUP_36,0.28135376690011016,0.09,-0.18076336295847117,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.11373657044364757,0.36,0.12,-0.7536426461140536,SUP_60,-0.5272082861221002,0.22,-1.661548139716972,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
-1.4223394002352996,0.29,0.05,-0.2200871068411021,SUP_85,-1.0408639390440255,0.1,-0.6973161920602738,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1.513575623596448,0.0,0.16,0.11725768573147372,SUP_79,-0.20799641348607723,0.24,-0.5940056262399133,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
0.3295673077754401,0.14,0.05,-1.1219680829024783,SUP_14,-1.498617005133754,0.15,1.0934002821593087,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
-0.6595476222720013,0.37,0.16,-1.6933888539948005,SUP_14,-1.014938101672572,0.2,-0.18076336295847117,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1.0688588476257839,0.44,0.05,0.4959100039251813,SUP_55,0.9440829847078939,0.1,-0.4906950604195528,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
-1.556824198466978,0.33,0.08,1.4218870365988843,SUP_87,0.6759126043969204,0.05,0.4046631766902385,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.3422655827633072,0.39,0.12,0.7850626832731035,SUP_82,1.0712816243115884,0.18,1.6099531112611114,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
-0.44354727416876294,0.31,0.12,0.389198896070591,SUP_39,-0.22906115635038343,0.22,0.8523422952451342,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0.05154363184279755,0.07,0.05,-0.23041398824638507,SUP_70,1.644890776155,0.06,-0.9383741789744484,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0.9432262863274512,0.01,0.05,0.07939245391210296,SUP_91,0.2870250438251157,0.01,-0.7317530473337274,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
0.9122867090327279,0.44,0.08,-0.9464110990126684,SUP_62,0.560056518643237,0.02,-0.2496370735053782,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
-0.9024795315991649,0.18,0.05,0.8229279150924742,SUP_22,-0.11320507059669999,0.07,1.4377688348938438,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1.4115874736510259,0.25,0.08,-1.476524344483859,SUP_27,0.6969773472612266,0.16,-0.07745279713811065,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
0.2998387856963532,0.26,0.05,1.6731744841274356,SUP_93,-1.060308317072616,0.23,0.12916833450261042,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
-0.2241156029545534,0.05,0.08,0.47525624111461545,SUP_71,0.5495241472110838,0.19,1.0589634268858552,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
-1.5536235525399376,0.05,0.12,0.4821408287181374,SUP_56,-0.903132928008178,0.03,-1.110558455341716,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1.002452653301694,0.22,0.16,1.5836748452816503,SUP_42,-1.0854239720262115,0.0,-1.6959849949904255,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
0.46500364939083333,0.49,0.05,0.36854513326002514,SUP_39,0.1573958569678474,0.04,-0.5595687709664598,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0.3030394316233936,0.27,0.12,1.3530411605636647,SUP_89,0.0018408327391256773,0.05,-1.0761216000682625,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1.24714347615633,0.45,0.08,0.9502927857576303,SUP_62,-0.7613510048830409,0.03,-0.3873844945991922,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
-1.1164902889909998,0.1,0.12,-0.5230089613960681,SUP_23,0.5948943626111278,0.04,-1.5582375738966117,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
1.6482045950680833,0.33,0.12,-1.5935623337437321,SUP_72,-1.595838895276705,0.06,-0.04301594186465714,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
-1.1408555665436946,0.37,0.08,0.10004621672266883,SUP_43,0.9926939297793697,0.09,-1.6959849949904255,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
